fName,lName,dob,program,year,country
Sally,Issacoff,08-05-2006,ASCG,2016,South Africa
Celestyna,Dowles,25-07-2002,ASCG,2015,South Africa
Devonne,Copland,01-05-2004,ASCG,2015,Nigeria
Saudra,Dabling,23-09-2004,ASCG,2024,Nigeria
Gabey,MacConnulty,10-02-2003,ASCG,2014,South Africa
Gunilla,Dowey,26-10-2005,ASCG,2017,Botswana
Emmi,Winkett,04-07-2011,ASCG,2022,Kenya
Aurelie,Randales,21-12-2011,ASCG,2024,Nigeria
Kath,Kob,12-11-2005,ASCG,2023,Nigeria
Layla,Bastistini,18-04-2012,ASCG,2020,South Africa
Marjy,Cottel,12-07-2010,ASCG,2018,South Africa
Gabriela,Inkles,18-03-2006,ASCG,2023,South Africa
Giulia,Acreman,22-09-2011,ASCG,2025,Kenya
Alica,Symson,24-12-2010,ASCG,2015,Nigeria
Ralina,Ventham,29-11-2004,ASCG,2024,South Africa
Ameline,Harrower,30-12-2004,ASCG,2016,Nigeria
Dinny,Snellman,02-03-2003,ASCG,2016,Togo
Merridie,Ubee,29-10-2012,ASCG,2019,Nigeria
Carley,Purchase,02-11-2002,ASCG,2015,Botswana
Terrijo,Hewins,18-10-2012,SSC,2014,Nigeria
Rheba,Bouldon,27-11-2012,ASCG,2022,Libya
Ainslee,Tedridge,16-08-2008,ASCG,2022,Nigeria
Janey,Chalfant,11-01-2003,ASCG,2014,Kenya
Aeriel,Ruppel,23-10-2002,SSC,2014,Togo
Caye,Verny,19-06-2000,ASCG,2022,Kenya
Cacilie,Oak,16-08-2009,ASCG,2020,Nigeria
Isabel,McAteer,16-09-2008,ASCG,2020,Uganda
Rhianon,Tring,18-11-2010,ASCG,2021,Benin
Sybille,Ference,29-01-2002,ASCG,2025,Nigeria
Hildagard,Edmand,23-09-2006,ASCG,2016,Nigeria
Caterina,Hansill,26-08-2007,CBC,2025,Nigeria
Nerita,Sweetmore,18-05-2010,SSC,2022,Nigeria
Melody,Minnis,29-06-2002,ASCG,2020,South Africa
Margret,Jarrett,19-05-2005,DSC,2022,Nigeria
Belva,Buey,28-08-2012,ASCG,2023,South Africa
Charmain,Longstaffe,16-05-2011,ASCG,2022,Nigeria
Shirley,Tiron,26-04-2012,ASCG,2017,Nigeria
Cathrin,Sellstrom,21-01-2009,CBC,2014,South Africa
Lettie,Lettice,16-10-2012,ASCG,2020,Nigeria
Olympia,Blei,05-10-2010,ASCG,2015,South Africa
Emalee,Guerry,16-01-2002,SSC,2016,South Africa
Bessie,Younger,24-09-2007,DSC,2020,South Africa
Jo ann,Arlidge,27-08-2009,SSC,2021,Togo
Kariotta,Domingues,10-01-2001,ASCG,2015,South Africa
Cacilia,Klaussen,25-01-2008,ASCG,2023,Eritrea
Halette,Barstow,01-09-2011,ASCG,2020,Nigeria
Dix,McKeowon,19-07-2002,ASCG,2024,Nigeria
Natalie,Halfacree,21-09-2004,ASCG,2016,Zimbabwe
Nadia,Skrine,21-09-2010,ASCG,2018,South Africa
Emeline,Sheeran,05-01-2005,ASCG,2014,Rwanda
Hedvig,Inkpin,05-07-2004,ASCG,2014,Libya
Reeta,Chesterton,10-06-2003,ASCG,2020,Ghana
Felita,Lapwood,28-05-2004,ASCG,2016,Kenya
Meridith,Calway,07-05-2003,ASCG,2025,Ghana
Dorey,Demcik,19-11-2008,ASCG,2024,Libya
Liane,Bedlington,17-04-2010,ASCG,2015,Botswana
Raeann,Fabri,13-06-2002,CBC,2020,Uganda
Katalin,Brearton,12-09-2008,ASCG,2021,Togo
Bert,Hutable,03-03-2012,ASCG,2020,Nigeria
Emilee,Doyland,25-02-2011,ASCG,2024,Nigeria
Lorettalorna,Hards,26-11-2000,ASCG,2023,Botswana
Ashil,Stagge,13-01-2003,ASCG,2021,Uganda
Myriam,Trulock,11-03-2005,ASCG,2015,Togo
Kissiah,Dorricott,11-11-2002,ASCG,2015,South Africa
Rachael,Sherratt,15-03-2007,ASCG,2025,Libya
Carmen,Rebillard,06-02-2010,ASCG,2024,South Africa
Tamarah,Meaddowcroft,08-12-2003,ASCG,2014,Uganda
Yalonda,Marciek,02-03-2007,ASCG,2025,Botswana
Reeva,Leathe,08-04-2005,ASCG,2022,Libya
Easter,Cleve,01-09-2003,CBC,2025,Kenya
Laurice,Jurzyk,25-01-2004,ASCG,2016,Togo
Faustina,Habard,24-06-2005,ASCG,2024,Nigeria
Antonina,Castellanos,24-09-2010,ASCG,2022,Nigeria
Christa,Blaiklock,15-05-2010,ASCG,2015,South Africa
Carma,Brecher,19-08-2002,ASCG,2025,Nigeria
Kimberlyn,Athersmith,24-12-2008,SSC,2017,South Africa
Fredrika,Colson,06-03-2012,DSC,2021,Benin
Petronella,Sancias,16-06-2008,ASCG,2015,Ghana
Mikaela,Pougher,17-03-2009,ASCG,2021,Nigeria
Robbin,Robardley,02-09-2006,ASCG,2023,Nigeria
Sunny,Horsewood,18-03-2005,ASCG,2016,Nigeria
Mercedes,Sentance,05-06-2008,SSC,2020,Uganda
Trish,Saye,01-03-2001,ASCG,2019,Botswana
Billie,Ayto,12-06-2000,DSC,2014,Uganda
Jandy,Shew,17-07-2004,ASCG,2017,Kenya
Marla,Lambertz,26-06-2008,ASCG,2015,Nigeria
Paola,Pfaffel,11-03-2001,CBC,2024,Uganda
